id,type,label
paper_one-nas:_an_online_neuroevolution_based_neur,paper,ONE-NAS: An Online NeuroEvolution based Neural Architecture Search for Time Series Forecasting
paper_dynamic_spin-polarized_resonant_tunneling_in,paper,Dynamic Spin-Polarized Resonant Tunneling in Magnetic Tunnel Junctions
paper_seerattention:_learning_intrinsic_sparse_att,paper,SeerAttention: Learning Intrinsic Sparse Attention in Your LLMs
paper_practical_datatype_specializations_with_phan,paper,Practical Datatype Specializations with Phantom Types and Recursion Schemes
paper_a_library_for_representing_python_programs_a,paper,A Library for Representing Python Programs as Graphs for Machine Learning
paper_test-time_training_for_graph_neural_networks,paper,Test-Time Training for Graph Neural Networks
paper_explicit_multi-objective_model_predictive_co,paper,Explicit Multi-objective Model Predictive Control for Nonlinear Systems Under Uncertainty
paper_mechanism_of_preferential_adsorption_of_so$_,paper,Mechanism of preferential adsorption of SO$_2$ into two microporous paddle wheel frameworks M(bdc)(ted)0.5
paper_maximum_smoothed_likelihood_method_for_the_c,paper,"Maximum smoothed likelihood method for the combination of multiple diagnostic tests, with application to the ROC estimation"
concept__density_ratio_model,concept,Density Ratio Model
paper_physics_of_eccentric_binary_black_hole_merge,paper,Physics of eccentric binary black hole mergers: A numerical relativity perspective
paper_estimation_of_participation_factors_for_powe,paper,Estimation of Participation Factors for Power System Oscillation from Measurements
paper_multi-band_analysis_of_strong_gravitationall,paper,Multi-band analysis of strong gravitationally lensed post-blue nugget candidates from the Kilo-Degree Survey
paper_nmr_determination_of_van_hove_singularity_an,paper,NMR determination of Van Hove singularity and Lifshitz transitions in nodal-line semimetal ZrSiTe
paper_homogeneous_distributed_observers_for_quasil,paper,Homogeneous Distributed Observers for Quasilinear Systems
paper_enhance_sketch_recognition's_explainability_,paper,Enhance Sketch Recognition's Explainability via Semantic Component-Level Parsing
paper_tactilewalk:_dynamic_electrotactile_patterns,paper,TactileWalk: Dynamic Electrotactile Patterns for Fingertip-Based Interaction During Walking
paper_photospheric_radius_expansion_x-ray_bursts_a,paper,Photospheric radius expansion X-ray bursts as standard candles
paper_expanding_knowledge_graphs_with_humans_in_th,paper,Expanding Knowledge Graphs with Humans in the Loop
paper_on_galaxy_rotation_curves_from_a_continuum_m,paper,On galaxy rotation curves from a continuum mechanics approach to modified gravity
paper_time-in-range_analyses_of_functional_data_su,paper,Time-In-Range Analyses of Functional Data Subject to Missing with Applications to Inpatient Continuous Glucose Monitoring
paper_luminosity_functions_of_lmxbs_in_centaurus_a,paper,Luminosity functions of LMXBs in Centaurus A: globular clusters versus the field
paper_supervised_contrastive_block_disentanglement,paper,Supervised Contrastive Block Disentanglement
paper_lion:_learning_point-wise_abstaining_penalty,paper,LiON: Learning Point-wise Abstaining Penalty for LiDAR Outlier DetectioN Using Diverse Synthetic Data
paper_electromagnetically-induced_transparency_bri,paper,Electromagnetically-Induced Transparency Bridges Disconnected Light-Harvesting Networks
paper_spectroscopic_evidence_of_flat_bands_in_brea,paper,Spectroscopic evidence of flat bands in breathing kagome semiconductor Nb3I8
paper_weaponizing_unicodes_with_deep_learning_--_i,paper,Weaponizing Unicodes with Deep Learning -- Identifying Homoglyphs with Weakly Labeled Data
paper_continual_panoptic_perception:_towards_multi,paper,Continual Panoptic Perception: Towards Multi-modal Incremental Interpretation of Remote Sensing Images
paper_from_high-level_types_to_low-level_monitors:,paper,From High-Level Types to Low-Level Monitors: Synthesizing Verified Runtime Checkers for MAVLink
paper_second-harmonic_generation_in_the_system_wit,paper,Second-harmonic generation in the system with fractional diffraction
paper_a_dynamic-system-based_approach_to_modeling_,paper,A Dynamic-System-Based Approach to Modeling Driver Movements Across General-Purpose/Managed Lane Interfaces
paper_2024_nasa_suits_report:_llm-driven_immersive,paper,2024 NASA SUITS Report: LLM-Driven Immersive Augmented Reality User Interface for Robotics and Space Exploration
paper_interactive_communication_with_unknown_noise,paper,Interactive Communication with Unknown Noise Rate
paper_guitar:_gradient_pruning_toward_fast_neural_,paper,GUITAR: Gradient Pruning toward Fast Neural Ranking
paper_spin_manipulation_and_spin_dephasing_in_quan,paper,Spin manipulation and spin dephasing in quantum dot integrated with a slanting magnetic field
paper_using_neural_generative_models_to_release_sy,paper,Using Neural Generative Models to Release Synthetic Twitter Corpora with Reduced Stylometric Identifiability of Users
paper_consensus_clustering:_an_embedding_perspecti,paper,"Consensus Clustering: An Embedding Perspective, Extension and Beyond"
paper_topological_phases_in_graphene_nanoribbons:_,paper,"Topological Phases in Graphene Nanoribbons: Junction States, Spin Centers and Quantum Spin Chains"
paper_effects_of_planetary_mass_uncertainties_on_t,paper,Effects of planetary mass uncertainties on the interpretation of the reflectance spectra of Earth-like exoplanets
paper_multi-center_validation_study_of_automated_c,paper,Multi-center validation study of automated classification of pathological slowing in adult scalp electroencephalograms via frequency features
paper_lidar-based_place_recognition_for_autonomous,paper,LiDAR-Based Place Recognition For Autonomous Driving: A Survey
paper_a_novel_comprehensive_method_for_real_time_v,paper,A Novel comprehensive method for real time Video Motion Detection Surveillance
paper_observation_of_optical_chaotic_solitons_and_,paper,Observation of optical chaotic solitons and modulated subharmonic route to chaos in mode-locked laser
paper_drive:_deep_reinforced_accident_anticipation,paper,DRIVE: Deep Reinforced Accident Anticipation with Visual Explanation
paper_flash:_a_faster_optimizer_for_sbse_tasks,paper,FLASH: A Faster Optimizer for SBSE Tasks
paper_broadband_and_fabrication-tolerant_3-db_coup,paper,Broadband and fabrication-tolerant 3-dB couplers with topological valley edge modes
paper_adam_accumulation_to_reduce_memory_footprint,paper,Adam Accumulation to Reduce Memory Footprints of both Activations and Gradients for Large-scale DNN Training
paper_on-chip_topological_transport_of_optical_fre,paper,On-chip topological transport of optical frequency combs in silicon-based valley photonic crystals
paper_identifying_patterns_of_proprioception_and_t,paper,Identifying patterns of proprioception and target matching acuity in healthy humans
paper_machine_learning_the_dft_potential_energy_su,paper,Machine learning the DFT potential energy surface for inorganic halide perovskite CsPbBr$_3$
concept__neural_network,concept,Neural Networks
paper_mcoco:_multi-level_consistency_collaborative,paper,MCoCo: Multi-level Consistency Collaborative Multi-view Clustering
paper_research_on_multilingual_news_clustering_bas,paper,Research on Multilingual News Clustering Based on Cross-Language Word Embeddings
paper_numerical_generation_of_vector_potentials_fr,paper,Numerical generation of vector potentials from specified magnetic fields
paper_learning_from_a_complementary-label_source_d,paper,Learning from a Complementary-label Source Domain: Theory and Algorithms
paper_development_of_readout_electronics_a_novel_b,paper,Development of readout electronics a novel beam monitoring system for ion research facility accelerator
paper_data_augmentation_for_high-fidelity_generati,paper,Data Augmentation for High-Fidelity Generation of CAR-T/NK Immunological Synapse Images
paper_hyperspectral_image_classification_based_on_,paper,Hyperspectral Image Classification Based on Faster Residual Multi-branch Spiking Neural Network
paper_unet-tts:_improving_unseen_speaker_and_style,paper,Unet-TTS: Improving Unseen Speaker and Style Transfer in One-shot Voice Cloning
paper_rethinking_the_design_space_of_reinforcement,paper,Rethinking the Design Space of Reinforcement Learning for Diffusion Models: On the Importance of Likelihood Estimation Beyond Loss Design
paper_a_tangle_of_stellar_streams_in_the_north_gal,paper,A tangle of stellar streams in the north Galactic cap
paper_generalized_deepfakes_detection_with_reconst,paper,Generalized Deepfakes Detection with Reconstructed-Blended Images and Multi-scale Feature Reconstruction Network
paper_self-supervised_vision-language_pretraining_,paper,Self-supervised vision-language pretraining for Medical visual question answering
concept__masked_language_modeling,concept,Masked Language Modeling
paper_understanding_visual_arts_experiences_of_bli,paper,Understanding Visual Arts Experiences of Blind People
paper_exact_mapping_noisy_van_der_pol_type_oscilla,paper,Exact Mapping Noisy van der Pol Type Oscillator onto Quasi-symplectic Dynamics
paper_the_odd_primordial_halo_of_the_milky_way_imp,paper,"The odd primordial halo of the Milky Way implied by Gaia. A shallow core, but a steep decline"
paper_semiparametric_inference_of_the_youden_index,paper,Semiparametric Inference of the Youden Index and the Optimal Cutoff Point under Density Ratio Models
paper_superconductivity_modulated_by_structural_ph,paper,Superconductivity modulated by structural phase transitions in pressurized vanadium-based kagome metals
paper_alinfik:_learning_to_approximate_linearized_,paper,ALinFiK: Learning to Approximate Linearized Future Influence Kernel for Scalable Third-Party LLM Data Valuation
paper_an_extendable_maneuver_management_framework_,paper,An Extendable Maneuver Management Framework with Fault-Tolerant Mechanism for Vehicle Platoon Control System in Highway Scenario
paper_direct_visualization_of_the_charge_transfer_,paper,Direct visualization of the charge transfer in Graphene/$α$-RuCl$_3$ heterostructure
paper_emo2vec:_learning_generalized_emotion_repres,paper,Emo2Vec: Learning Generalized Emotion Representation by Multi-task Training
concept__multitask_learning,concept,Multi-task Learning
paper_filling_the_holes:_evolving_excised_binary_b,paper,Filling the holes: Evolving excised binary black hole initial data with puncture techniques
paper_visible_light_communication_for_vehicular_ne,paper,Visible Light Communication for Vehicular Networks: A Tutorial
paper_proton_charge_radius_from_lepton_scattering,paper,Proton Charge Radius from Lepton Scattering
paper_explaining_the_observed_relation_between_ste,paper,Explaining the Observed Relation Between Stellar Activity and Rotation
paper_utilizing_classical_programming_principles_i,paper,Utilizing classical programming principles in the Intel Quantum SDK: implementation of quantum lattice Boltzmann method
paper_fast_and_energy-efficient_technique_for_jamm,paper,Fast and energy-efficient technique for jammed region mapping in wireless sensor networks
paper_lower_bounds_for_testing_graphical_models:_c,paper,Lower bounds for testing graphical models: colorings and antiferromagnetic Ising models
paper_enhancing_raw-to-srgb_with_decoupled_style_s,paper,Enhancing RAW-to-sRGB with Decoupled Style Structure in Fourier Domain
paper_anomaly_detection_in_video_using_predictive_,paper,Anomaly Detection in Video Using Predictive Convolutional Long Short-Term Memory Networks
paper_practice_with_graph-based_ann_algorithms_on_,paper,"Practice with Graph-based ANN Algorithms on Sparse Data: Chi-square Two-tower model, HNSW, Sign Cauchy Projections"
paper_analyzing_admissions_metrics_as_predictors_o,paper,Analyzing admissions metrics as predictors of graduate GPA and whether graduate GPA mediates PhD completion
concept__gre_score,concept,GRE Scores
paper_reviewflow:_intelligent_scaffolding_to_suppo,paper,ReviewFlow: Intelligent Scaffolding to Support Academic Peer Reviewing
paper_assessits:_integrating_procedural_guidelines,paper,AssessITS: Integrating procedural guidelines and practical evaluation metrics for organizational IT and Cybersecurity risk assessment
paper_multi-camera_lighting_estimation_for_photore,paper,Multi-Camera Lighting Estimation for Photorealistic Front-Facing Mobile Augmented Reality
paper_globular_cluster_candidates_in_ngc_891,paper,Globular Cluster Candidates in NGC 891
paper_dg-labeler_and_dgl-mots_dataset:_boost_the_a,paper,DG-Labeler and DGL-MOTS Dataset: Boost the Autonomous Driving Perception
paper_do_sparse_subnetworks_exhibit_cognitively_al,paper,"Do Sparse Subnetworks Exhibit Cognitively Aligned Attention? Effects of Pruning on Saliency Map Fidelity, Sparsity, and Concept Coherence"
paper_algorithm_and_hardware_co-design_of_energy-e,paper,Algorithm and Hardware Co-Design of Energy-Efficient LSTM Networks for Video Recognition with Hierarchical Tucker Tensor Decomposition
paper_evidence_for_non-hydrostatic_gas_motions_in_,paper,Evidence for Non-Hydrostatic Gas Motions in the Hot ISM of Centaurus A
paper_pilot:_planning_via_internalized_latent_opti,paper,PILOT: Planning via Internalized Latent Optimization Trajectories for Large Language Models
paper_classical-quantum_simulation_of_non-equilibr,paper,Classical-quantum simulation of non-equilibrium Marshak waves
paper_light-head_r-cnn:_in_defense_of_two-stage_ob,paper,Light-Head R-CNN: In Defense of Two-Stage Object Detector
paper_particle-filter-enabled_real-time_sensor_fau,paper,Particle-Filter-Enabled Real-Time Sensor Fault Detection Without a Model of Faults
paper_defrag:_deep_euclidean_feature_representatio,paper,DEFRAG: Deep Euclidean Feature Representations through Adaptation on the Grassmann Manifold
paper_disc-lawllm:_fine-tuning_large_language_mode,paper,DISC-LawLLM: Fine-tuning Large Language Models for Intelligent Legal Services
paper_alice_meets_bob:_a_comparative_usability_stu,paper,"Alice Meets Bob: A Comparative Usability Study of Wireless Device Pairing Methods for a ""Two-User"" Setting"
paper_scale-aware_neural_network_for_semantic_segm,paper,Scale-aware Neural Network for Semantic Segmentation of Multi-resolution Remote Sensing Images
paper_pgmm_kernel_regression_and_comparisons_with_,paper,pGMM Kernel Regression and Comparisons with Boosted Trees
paper_high-multiplicity_election_problems,paper,High-Multiplicity Election Problems
paper_modeling_single-peakedness_for_votes_with_ti,paper,Modeling Single-Peakedness for Votes with Ties
paper_thermodynamic_measurements_in_a_strongly_int,paper,Thermodynamic Measurements in a Strongly Interacting Fermi Gas
paper_performance_of_photosensors_in_a_high-rate_e,paper,Performance of photosensors in a high-rate environment for gas Cherenkov detectors
paper_juno_sensitivity_to_invisible_decay_modes_of,paper,JUNO Sensitivity to Invisible Decay Modes of Neutrons
paper_enhancing_health_care_accessibility_and_equi,paper,Enhancing Health Care Accessibility and Equity Through a Geoprocessing Toolbox for Spatial Accessibility Analysis: Development and Case Study
paper_the_sages_critical_view_of_safety_challenge:,paper,The SAGES Critical View of Safety Challenge: A Global Benchmark for AI-Assisted Surgical Quality Assessment
paper_dynamics-adaptive_continual_reinforcement_le,paper,Dynamics-Adaptive Continual Reinforcement Learning via Progressive Contextualization
paper_learning_adversary-resistant_deep_neural_net,paper,Learning Adversary-Resistant Deep Neural Networks
paper_mobile_robot_path_planning_in_static_environ,paper,Mobile Robot Path Planning in Static Environments using Particle Swarm Optimization
concept__particle_swarm_optimization,concept,Particle Swarm Optimization
paper_real-time_accident_anticipation_for_autonomo,paper,Real-time Accident Anticipation for Autonomous Driving Through Monocular Depth-Enhanced 3D Modeling
paper_analysis_of_shape_and_angular_orientation_pa,paper,Analysis of shape and angular orientation parameters of velocity-dependent dark matter annihilation signals in Galactic Centers for FIRE simulations
paper_generalizing_knowledge_graph_embedding_with_,paper,Generalizing Knowledge Graph Embedding with Universal Orthogonal Parameterization
paper_customized_calibration_sources_in_the_juno_e,paper,Customized calibration sources in the JUNO experiment
paper_code_review_practices_for_refactoring_change,paper,Code Review Practices for Refactoring Changes: An Empirical Study on OpenStack
concept__thematic_analysi,concept,Thematic Analysis
paper_aerial_spectral_super-resolution_using_condi,paper,Aerial Spectral Super-Resolution using Conditional Adversarial Networks
paper_multi-segment_preserving_sampling_for_deep_m,paper,Multi-segment preserving sampling for deep manifold sampler
paper_a_novel_concentric_tube_steerable_drilling_r,paper,A Novel Concentric Tube Steerable Drilling Robot for Minimally Invasive Treatment of Spinal Tumors Using Cavity and U-shape Drilling Techniques
paper_time-integrated_spike-timing-dependent-plast,paper,Time-Integrated Spike-Timing-Dependent-Plasticity
paper_spin-polarized_transport_in_ii-vi_magnetic_r,paper,Spin-polarized transport in II-VI magnetic resonant tunneling devices
paper_lifelong_neural_predictive_coding:_learning_,paper,Lifelong Neural Predictive Coding: Learning Cumulatively Online without Forgetting
paper_chatgpt_for_code_refactoring:_analyzing_topi,paper,"ChatGPT for Code Refactoring: Analyzing Topics, Interaction, and Effective Prompts"
paper_large_kernel_matters_--_improve_semantic_seg,paper,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
paper_spin_squeezing_an_ultracold_molecule,paper,Spin squeezing an ultracold molecule
paper_community_needs_and_assets:_a_computational_,paper,Community Needs and Assets: A Computational Analysis of Community Conversations
paper_assemblathon_2:_evaluating_de_novo_methods_o,paper,Assemblathon 2: evaluating de novo methods of genome assembly in three vertebrate species
paper_skolem_sequence_based_self-adaptive_broadcas,paper,Skolem Sequence Based Self-adaptive Broadcast Protocol in Cognitive Radio Networks
paper_simulations_for_planning_next-generation_exo,paper,Simulations for Planning Next-Generation Exoplanet Radial Velocity Surveys
paper_almost-everywhere_superiority_for_quantum_co,paper,Almost-Everywhere Superiority for Quantum Computing
paper_athenabench:_a_dynamic_benchmark_for_evaluat,paper,AthenaBench: A Dynamic Benchmark for Evaluating LLMs in Cyber Threat Intelligence
paper_behind_the_intent_of_extract_method_refactor,paper,Behind the Intent of Extract Method Refactoring: A Systematic Literature Review
paper_measurement_of_the_earth_tides_with_a_diamag,paper,Measurement of the earth tides with a diamagnetic-levitated micro-oscillator at room temperature
concept__diamagnetic_levitation,concept,Diamagnetic Levitation
paper_robot_motion_planning_as_video_prediction:_a,paper,Robot Motion Planning as Video Prediction: A Spatio-Temporal Neural Network-based Motion Planner
paper_leveraging_space-based_data_from_the_nearest,paper,Leveraging space-based data from the nearest Solar-type star to better understand stellar activity signatures in radial velocity data
paper_a_quantized_interband_topological_index_in_t,paper,A Quantized Interband Topological Index in Two-Dimensional Systems
paper_a_probabilistic_population_code_based_on_neu,paper,A probabilistic population code based on neural samples
paper_buchdahl_type_inequalities_in_d-dimensions,paper,Buchdahl type inequalities in d-dimensions
paper_rift2:_speeding-up_rift_with_a_new_rotation-,paper,RIFT2: Speeding-up RIFT with A New Rotation-Invariance Technique
paper_neuroverse3d:_developing_in-context_learning,paper,Neuroverse3D: Developing In-Context Learning Universal Model for Neuroimaging in 3D
concept__incontext_learning_icl,concept,In-context Learning (ICL)
paper_onesearch:_a_preliminary_exploration_of_the_,paper,OneSearch: A Preliminary Exploration of the Unified End-to-End Generative Framework for E-commerce Search
paper_towards_a_predictive_processing_implementati,paper,Towards a Predictive Processing Implementation of the Common Model of Cognition
paper_gun_detection_using_combined_human_pose_and_,paper,Gun Detection Using Combined Human Pose and Weapon Appearance
paper_fusar-klip:_towards_multimodal_foundation_mo,paper,FUSAR-KLIP: Towards Multimodal Foundation Models for Remote Sensing
paper_$δ$-machine_learning_to_elevate_dft-based_po,paper,$Δ$-Machine Learning to Elevate DFT-based Potentials and a Force Field to the CCSD(T) Level Illustrated for Ethanol
paper_influence_of_dissociative_recombination_on_t,paper,Influence of dissociative recombination on the LTE of argon high-frequency plasmas at atmospheric pressure
paper_negative_sample_is_negative_in_its_own_way:_,paper,Negative Sample is Negative in Its Own Way: Tailoring Negative Sentences for Image-Text Retrieval
paper_computational_lexical_analysis_of_flamenco_g,paper,Computational lexical analysis of Flamenco genres
paper_casual_and_hardcore_player_traits_and_gratif,paper,"Casual and Hardcore Player Traits and Gratifications of Pokémon GO, Harry Potter: Wizards Unite, Ingress"
paper_reconstruction_of_random_geometric_graphs:_b,paper,Reconstruction of Random Geometric Graphs: Breaking the Omega(r) distortion barrier
paper_linear_attention_mechanism:_an_efficient_att,paper,Linear Attention Mechanism: An Efficient Attention for Semantic Segmentation
concept__linear_attention_mechanism,concept,Linear Attention Mechanism
concept__dotproduct_attention,concept,Dot-Product Attention
paper_credimus,paper,Credimus
paper_maximum_pairwise-rank-likelihood-based_infer,paper,Maximum pairwise-rank-likelihood-based inference for the semiparametric transformation model
paper_homogeneity_testing_under_finite_location-sc,paper,Homogeneity testing under finite location-scale mixtures
paper_a2-fpn_for_semantic_segmentation_of_fine-res,paper,A2-FPN for Semantic Segmentation of Fine-Resolution Remotely Sensed Images
paper_analytical_study_of_mode_degeneracy_in_non-h,paper,Analytical study of mode degeneracy in non-Hermitian photonic crystals with TM-like polarization
concept__exceptional_points_ep,concept,Exceptional Points (EPs)
paper_language_dynamics_within_adaptive_networks:_,paper,Language dynamics within adaptive networks: An agent-based approach of nodes and links coevolution
paper_emerging_statistical_machine_learning_techni,paper,Emerging Statistical Machine Learning Techniques for Extreme Temperature Forecasting in U.S. Cities
paper_mechanizing_a_proof-relevant_logical_relatio,paper,Mechanizing a Proof-Relevant Logical Relation for Timed Message-Passing Protocols
paper_segment-level_attribution_for_selective_lear,paper,Segment-Level Attribution for Selective Learning of Long Reasoning Traces
paper_a_distinct_radial_acceleration_relation_acro,paper,A Distinct Radial Acceleration Relation across Brightest Cluster Galaxies and Galaxy Clusters
paper_simulation_of_radiation_environment_for_the_,paper,Simulation of radiation environment for the beam monitor of CEE experiment
paper_sibling_neural_estimators:_improving_iterati,paper,Sibling Neural Estimators: Improving Iterative Image Decoding with Gradient Communication
paper_chemical_reaction_mechanism_of_pre-curing_pr,paper,Chemical reaction mechanism of pre-curing process of two-component adhesive based on deformation behavior for automobile hood
paper_high-energy_particle_acceleration_at_the_rad,paper,High-energy particle acceleration at the radio-lobe shock of Centaurus A
paper_building_extraction_with_vision_transformer,paper,Building extraction with vision transformer
paper_plane_decompositions_as_tools_for_approximat,paper,Plane Decompositions as Tools for Approximation
paper_universal_magnetic_phases_in_twisted_bilayer,paper,Universal Magnetic Phases in Twisted Bilayer MoTe$_2$
concept__reflective_magnetic_circular_dichroism_rmcd,concept,Reflective Magnetic Circular Dichroism (RMCD)
"paper_robust_ml-based_detection_of_conventional,_l",paper,"Robust ML-based Detection of Conventional, LLM-Generated, and Adversarial Phishing Emails Using Advanced Text Preprocessing"
paper_visual_self-refinement_for_autoregressive_mo,paper,Visual Self-Refinement for Autoregressive Models
paper_automatic_exploration_of_structural_regulari,paper,Automatic exploration of structural regularities in networks
paper_reverberation_mapping_of_two_luminous_quasar,paper,Reverberation Mapping of Two Luminous Quasars: the Broad-line Region Structure and Black Hole Mass
paper_chiral_state_conversion_in_a_levitated_micro,paper,Chiral state conversion in a levitated micromechanical oscillator with in situ control of parameter loops
paper_strange_metal_behavior_in_a_pure_ferromagnet,paper,Strange metal behavior in a pure ferromagnetic Kondo lattice
paper_galaxy_zoo:_quantitative_visual_morphologica,paper,"Galaxy Zoo: Quantitative Visual Morphological Classifications for 48,000 galaxies from CANDELS"
paper_the_discrepancy_between_einstein_mass_and_dy,paper,The discrepancy between Einstein mass and dynamical mass for SIS and power-law mass models
paper_learnable_subspace_clustering,paper,Learnable Subspace Clustering
paper_toward_the_automatic_classification_of_self-,paper,Toward the Automatic Classification of Self-Affirmed Refactoring
paper_paramagnetic_contribution_in_superconductors,paper,Paramagnetic contribution in superconductors with different-mass Cooper pairs
paper_globular_cluster_mass_and_metallicity_distri,paper,Globular Cluster Mass and Metallicity Distributions: Reconstructing the Events During Halo Formation
paper_toponas:_boosting_search_efficiency_of_gradi,paper,TopoNAS: Boosting Search Efficiency of Gradient-based NAS via Topological Simplification
paper_unica:_adapting_time_series_foundation_model,paper,UniCA: Adapting Time Series Foundation Model to General Covariate-Aware Forecasting
paper_superiority_of_the_$h$-index_over_the_impact,paper,Superiority of the $h$-index over the Impact Factor for Physics
paper_llm_as_dataset_analyst:_subpopulation_struct,paper,LLM as Dataset Analyst: Subpopulation Structure Discovery with Large Language Model
paper_model_adaptation:_unsupervised_domain_adapta,paper,Model Adaptation: Unsupervised Domain Adaptation without Source Data
paper_towards_socially_and_environmentally_respons,paper,Towards Socially and Environmentally Responsible AI
paper_make_lvlms_focus:_context-aware_attention_mo,paper,Make LVLMs Focus: Context-Aware Attention Modulation for Better Multimodal In-Context Learning
paper_finite-time_convergence_and_sample_complexit,paper,Finite-Time Convergence and Sample Complexity of Actor-Critic Multi-Objective Reinforcement Learning
paper_likelihood-based_nonparametric_receiver_oper,paper,Likelihood-based Nonparametric Receiver Operating Characteristic Curve Analysis in the Presence of Imperfect Reference Standard
paper_a_study_of_phoc_spatial_region_configuration,paper,A Study of PHOC Spatial Region Configurations for Math Formula Retrieval
paper_the_leo_elliptical_ngc_3379:_a_metal-poor_ha,paper,The Leo Elliptical NGC 3379: A Metal-Poor Halo Emerges
paper_synthesis_and_observation_of_non-abelian_gau,paper,Synthesis and Observation of Non-Abelian Gauge Fields in Real Space
paper_receiver_operating_characteristic_curve_anal,paper,Receiver operating characteristic curve analysis with non-ignorable missing disease status
paper_sensorimotor-inspired_tactile_feedback_and_c,paper,Sensorimotor-inspired Tactile Feedback and Control Improve Consistency of Prosthesis Manipulation in the Absence of Direct Vision
paper_a_data-driven_region_generation_framework_fo,paper,A Data-driven Region Generation Framework for Spatiotemporal Transportation Service Management
paper_stabilization_of_axisymmetric_airy_beams_by_,paper,Stabilization of Axisymmetric Airy Beams by Means of Diffraction and Nonlinearity Management in Two-Dimensional Fractional Nonlinear Schrödinger Equations
paper_the_road_ahead_for_codex-b,paper,The Road Ahead for CODEX-b
paper_approximate_quantum_adders_with_genetic_algo,paper,Approximate Quantum Adders with Genetic Algorithms: An IBM Quantum Experience
concept__genetic_algorithm,concept,Genetic Algorithms
paper_physics-informed_recurrent_network_for_state,paper,Physics-Informed Recurrent Network for State-Space Modeling of Gas Pipeline Networks
paper_insights_from_the_field:_exploring_students',paper,Insights from the Field: Exploring Students' Perspectives on Bad Unit Testing Practices
paper_mix-qsam:_mixed-precision_quantization_of_th,paper,Mix-QSAM: Mixed-Precision Quantization of the Segment Anything Model
paper_learning_disentangled_representation_from_12,paper,Learning disentangled representation from 12-lead electrograms: application in localizing the origin of Ventricular Tachycardia
paper_how_far_are_llms_from_being_our_digital_twin,paper,How Far are LLMs from Being Our Digital Twins? A Benchmark for Persona-Based Behavior Chain Simulation
"paper_the_complexity_of_$(p_k,_p_\ell)$-arrowing",paper,"The Complexity of $(P_k, P_\ell)$-Arrowing"
concept__dichotomy_theorem,concept,Dichotomy Theorem
paper_biomedical_image_analysis_competitions:_the_,paper,Biomedical image analysis competitions: The state of current participation practice
paper_a_4-planet_system_orbiting_the_k0v_star_hd_1,paper,A 4-Planet System Orbiting the K0V Star HD 141399
paper_dichotomy_theorems_for_alternation-bounded_q,paper,Dichotomy Theorems for Alternation-Bounded Quantified Boolean Formulas
paper_two_massive_jupiters_in_eccentric_orbits_fro,paper,Two Massive Jupiters in Eccentric Orbits from the TESS Full Frame Images
paper_observation_of_miniaturized_bound_states_in_,paper,Observation of miniaturized bound states in the continuum with ultra-high quality factors
paper_anisotropic_exchange_coupling_in_a_nanowire_,paper,Anisotropic exchange coupling in a nanowire double quantum dot with strong spin-orbit coupling
paper_sulfur_vacancy_related_optical_transitions_i,paper,Sulfur Vacancy Related Optical Transitions in Graded Alloys of MoxW1-xS2 Monolayers
paper_recognizing_american_sign_language_nonmanual,paper,Recognizing American Sign Language Nonmanual Signal Grammar Errors in Continuous Videos
paper_simple_graphene_chemiresistors_as_ph_sensors,paper,Simple graphene chemiresistors as pH sensors: fabrication and characterization
paper_learning_multi-modal_brain_tumor_segmentatio,paper,Learning Multi-Modal Brain Tumor Segmentation from Privileged Semi-Paired MRI Images with Curriculum Disentanglement Learning
paper_waterfall_atrous_spatial_pooling_architectur,paper,Waterfall Atrous Spatial Pooling Architecture for Efficient Semantic Segmentation
paper_momentum-dark_intervalley_exciton_in_monolay,paper,Momentum-Dark Intervalley Exciton in Monolayer Tungsten Diselenide Brightened via Chiral Phonon
paper_galaxy_light_profile_neural_networks_(galnet,paper,Galaxy Light profile neural Networks (GaLNets). II. Bulge-Disc decomposition in optical space-based observations
paper_fibre-coupled_photonic_crystal_hydrophone,paper,Fibre-coupled photonic crystal hydrophone
paper_phonon-mediated_exciton_relaxation_in_two-di,paper,Phonon-mediated exciton relaxation in two-dimensional semiconductors: selection rules and relaxation pathways
paper_a_novel_learning_algorithm_for_bayesian_netw,paper,A Novel Learning Algorithm for Bayesian Network and Its Efficient Implementation on GPU
paper_value-offset_bifiltrations_for_digital_image,paper,Value-Offset Bifiltrations for Digital Images
paper_codeedu:_a_multi-agent_collaborative_platfor,paper,CodeEdu: A Multi-Agent Collaborative Platform for Personalized Coding Education
paper_post-newtonian_sph_calculations_of_binary_ne,paper,Post-Newtonian SPH calculations of binary neutron star coalescence. I. Method and first results
paper_differential_privacy_for_eye-tracking_data,paper,Differential Privacy for Eye-Tracking Data
paper_codex-b:_opening_new_windows_to_the_long-liv,paper,CODEX-b: Opening New Windows to the Long-Lived Particle Frontier at the LHC
paper_spin_and_charge_thermopower_of_resonant_tunn,paper,Spin and charge thermopower of resonant tunneling diodes
paper_reliable_algorithm_selection_for_machine_lea,paper,Reliable algorithm selection for machine learning-guided design
paper_memory-augmented_generative_ai_for_real-time,paper,Memory-Augmented Generative AI for Real-time Wireless Prediction in Dynamic Industrial Environments
paper_atomically_resolved_acoustic_dynamics_couple,paper,Atomically Resolved Acoustic Dynamics Coupled with Magnetic Order in a van der Waals Antiferromagnet
